,Full Name,Gender,Age,Use Phone for Class Notes,Buy/Access Books from Phone,Phone's Battery Lasts a Day,Run for Charger When Battery Dies,Worry About Losing Cell Phone,Take Phone to Bathroom,Use Phone in Social Gatherings,Check Phone Without Notification,Check Phone Before Sleep/After Waking Up,Keep Phone Next to While Sleeping,Check Emails/Calls/Texts During Class,Rely on Phone in Awkward Situations,On Phone While Watching TV/Eating,Panic Attack if Phone Left Elsewhere,Use Phone on Date,Phone Use for Playing Games,Live a Day Without Phone,Addicted to Phone,Target
4440,James Lee,Female,22,No,Yes,No,Yes,No,Yes,No,Sometimes,Yes,Yes,No,No,No,Yes,Yes,4,Yes,No,Maybe addicted
4441,Jane Smith,Female,55,Yes,No,No,Yes,No,Yes,No,Often,Yes,Yes,No,Yes,No,No,Yes,2,No,No,Adicted
4442,Jane Smith,Male,39,Yes,No,Yes,No,Yes,No,No,Sometimes,No,No,Yes,No,No,Yes,Yes,1,No,No,Adicted
4443,Jane Smith,Male,37,Yes,Yes,Yes,Yes,No,Yes,No,Rarely,Yes,No,No,Yes,Yes,No,No,4,No,Yes,Maybe addicted
4444,Alex Johnson,Female,46,Yes,No,No,Yes,No,No,No,Rarely,Yes,Yes,No,No,No,Yes,Yes,5,No,No, NOT Adicted
4445,Maria Garcia,Male,53,No,No,No,Yes,Yes,Yes,Yes,Rarely,Yes,Yes,No,Yes,Yes,No,No,0,No,Yes,Adicted
4446,Jane Smith,Male,37,No,No,Yes,No,Yes,No,No,Often,Yes,No,No,No,No,Yes,Yes,5,No,Yes, NOT Adicted
4447,Emily Martinez,Male,43,Yes,No,Yes,No,No,No,Yes,Never,No,No,Yes,Yes,No,Yes,Yes,0,No,Yes,Adicted
4448,John Doe,Male,36,Yes,No,No,No,No,No,No,Never,Yes,Yes,Yes,Yes,No,No,No,5,Yes,No,Maybe addicted
4449,James Lee,Female,41,Yes,No,Yes,No,No,No,No,Often,No,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,Yes,Maybe addicted
4450,Maria Garcia,Male,41,No,No,No,Yes,Yes,No,No,Sometimes,Yes,No,No,No,No,Yes,Yes,3,No,Yes, NOT Adicted
4451,Maria Garcia,Male,24,No,Yes,Yes,No,Yes,Yes,Yes,Sometimes,Yes,No,Yes,Yes,Yes,No,No,1,Yes,Yes,Maybe addicted
4452,Maria Garcia,Female,38,Yes,Yes,Yes,No,Yes,Yes,Yes,Sometimes,Yes,Yes,No,Yes,Yes,No,No,3,No,No,Adicted
4453,Maria Garcia,Female,24,No,No,No,Yes,Yes,No,Yes,Sometimes,No,Yes,Yes,No,Yes,No,No,3,Yes,Yes,Adicted
4454,Jane Smith,Female,20,No,Yes,Yes,Yes,Yes,Yes,Yes,Often,Yes,Yes,No,No,Yes,Yes,No,4,No,No,Adicted
4455,Alex Johnson,Female,43,Yes,No,Yes,No,Yes,No,No,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,No,Maybe addicted
4456,Jane Smith,Female,54,No,No,No,No,No,No,Yes,Sometimes,Yes,Yes,No,Yes,No,No,Yes,5,Yes,Yes,Adicted
4457,Maria Garcia,Male,25,No,Yes,No,No,No,No,Yes,Rarely,Yes,No,Yes,No,No,Yes,No,3,Yes,No,Adicted
4458,Emily Martinez,Male,63,No,Yes,Yes,No,Yes,Yes,No,Rarely,No,Yes,Yes,No,No,Yes,No,4,No,No,Adicted
4459,James Lee,Male,51,No,No,Yes,Yes,No,Yes,Yes,Sometimes,Yes,No,Yes,No,No,No,Yes,4,Yes,Yes, NOT Adicted
4460,James Lee,Male,25,No,No,Yes,Yes,Yes,Yes,Yes,Rarely,Yes,No,Yes,Yes,No,Yes,Yes,3,No,Yes,Adicted
4461,Maria Garcia,Female,31,No,Yes,Yes,No,No,Yes,Yes,Rarely,No,No,Yes,Yes,No,No,Yes,0,No,No, NOT Adicted
4462,Emily Martinez,Female,54,Yes,Yes,Yes,Yes,No,Yes,No,Sometimes,Yes,No,Yes,No,No,Yes,Yes,2,No,Yes,Maybe addicted
4463,Jane Smith,Female,38,No,No,Yes,Yes,Yes,Yes,No,Often,No,No,Yes,No,No,No,Yes,3,No,Yes,Adicted
4464,Jane Smith,Male,36,Yes,Yes,Yes,No,No,No,No,Sometimes,Yes,Yes,No,Yes,Yes,Yes,Yes,5,No,No,Adicted
4465,Emily Martinez,Male,34,No,No,No,No,Yes,No,Yes,Rarely,Yes,No,Yes,Yes,Yes,No,No,1,No,No,Adicted
4466,Alex Johnson,Male,36,Yes,Yes,Yes,No,No,Yes,Yes,Often,Yes,No,Yes,Yes,Yes,Yes,No,1,Yes,No,Adicted
4467,James Lee,Male,60,Yes,No,No,Yes,Yes,Yes,Yes,Sometimes,No,No,Yes,Yes,No,Yes,Yes,3,Yes,Yes,Maybe addicted
4468,James Lee,Female,53,No,No,No,Yes,No,Yes,Yes,Never,Yes,Yes,No,No,No,No,No,1,Yes,No,Adicted
4469,Jane Smith,Female,61,Yes,No,Yes,Yes,No,Yes,Yes,Rarely,Yes,No,Yes,Yes,No,No,Yes,0,No,Yes,Maybe addicted
4470,Emily Martinez,Male,21,Yes,No,No,No,No,No,No,Sometimes,No,No,Yes,No,Yes,No,No,5,Yes,Yes,Maybe addicted
4471,John Doe,Female,54,Yes,Yes,No,No,Yes,Yes,Yes,Often,Yes,No,No,Yes,No,Yes,Yes,4,Yes,Yes, NOT Adicted
4472,Maria Garcia,Male,61,Yes,Yes,Yes,No,No,Yes,No,Often,No,No,No,No,No,Yes,Yes,1,No,No, NOT Adicted
4473,Emily Martinez,Male,38,No,Yes,No,No,Yes,Yes,Yes,Often,Yes,No,Yes,No,No,No,No,0,No,No,Maybe addicted
4474,Jane Smith,Male,48,No,No,Yes,Yes,No,No,Yes,Rarely,Yes,Yes,Yes,No,Yes,No,Yes,5,Yes,Yes, NOT Adicted
4475,John Doe,Female,53,No,Yes,Yes,No,No,No,Yes,Never,No,No,No,No,No,Yes,No,1,No,Yes, NOT Adicted
4476,Alex Johnson,Female,39,Yes,No,Yes,No,Yes,Yes,No,Rarely,Yes,Yes,Yes,No,Yes,Yes,No,5,No,No,Maybe addicted
4477,James Lee,Male,43,Yes,No,Yes,Yes,Yes,No,No,Rarely,Yes,Yes,No,No,No,No,No,3,Yes,Yes, NOT Adicted
4478,Jane Smith,Female,56,No,No,Yes,Yes,No,Yes,No,Sometimes,Yes,No,No,Yes,No,Yes,Yes,5,Yes,Yes,Maybe addicted
4479,Maria Garcia,Female,25,Yes,Yes,No,Yes,Yes,No,No,Often,Yes,Yes,No,Yes,No,Yes,Yes,1,Yes,Yes,Adicted
4480,Maria Garcia,Male,45,No,Yes,Yes,Yes,Yes,No,Yes,Rarely,No,No,Yes,No,No,Yes,Yes,4,No,Yes,Maybe addicted
4481,Maria Garcia,Female,24,Yes,No,Yes,Yes,No,Yes,No,Never,Yes,No,No,No,No,Yes,No,0,Yes,Yes,Adicted
4482,Maria Garcia,Female,30,Yes,No,Yes,No,No,Yes,Yes,Sometimes,No,Yes,No,Yes,No,Yes,Yes,2,Yes,No,Adicted
4483,James Lee,Male,51,Yes,No,Yes,No,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,No,Yes,No,2,Yes,Yes, NOT Adicted
4484,Alex Johnson,Male,54,No,No,No,Yes,Yes,No,No,Often,No,Yes,Yes,Yes,Yes,No,No,3,No,No, NOT Adicted
4485,Maria Garcia,Female,24,Yes,No,No,Yes,No,No,No,Sometimes,Yes,Yes,No,No,No,Yes,No,1,Yes,Yes,Adicted
4486,Alex Johnson,Female,22,No,Yes,No,Yes,No,Yes,Yes,Never,No,Yes,No,Yes,Yes,Yes,No,5,Yes,Yes,Maybe addicted
4487,Alex Johnson,Male,37,No,No,No,No,Yes,No,Yes,Sometimes,Yes,No,Yes,No,Yes,No,No,0,Yes,Yes, NOT Adicted
4488,Jane Smith,Male,57,No,Yes,Yes,Yes,Yes,Yes,Yes,Often,Yes,Yes,No,No,No,No,Yes,3,Yes,No,Adicted
4489,Maria Garcia,Male,61,Yes,No,No,Yes,Yes,Yes,Yes,Never,Yes,Yes,Yes,Yes,No,Yes,Yes,1,No,No,Maybe addicted
4490,Alex Johnson,Male,43,Yes,No,No,Yes,Yes,No,Yes,Rarely,No,No,No,No,No,Yes,Yes,0,Yes,Yes,Maybe addicted
4491,Alex Johnson,Female,25,Yes,Yes,No,No,Yes,No,No,Sometimes,Yes,No,No,Yes,Yes,No,No,4,No,Yes, NOT Adicted
4492,James Lee,Male,48,Yes,No,No,Yes,No,No,Yes,Rarely,No,No,No,Yes,Yes,No,No,1,No,No,Adicted
4493,James Lee,Female,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,No,Yes,No,4,Yes,No,Maybe addicted
4494,James Lee,Female,44,No,No,Yes,Yes,No,Yes,No,Often,Yes,No,Yes,No,Yes,No,No,1,No,Yes, NOT Adicted
4495,John Doe,Female,35,No,No,No,Yes,No,Yes,Yes,Sometimes,Yes,No,Yes,Yes,Yes,Yes,No,3,No,Yes,Maybe addicted
4496,Alex Johnson,Female,60,No,Yes,No,No,No,Yes,No,Sometimes,No,Yes,No,No,No,No,Yes,4,Yes,Yes,Adicted
4497,Alex Johnson,Male,62,Yes,No,Yes,No,No,No,Yes,Sometimes,Yes,No,Yes,Yes,No,Yes,No,2,Yes,Yes,Maybe addicted
4498,Maria Garcia,Male,57,Yes,No,No,Yes,Yes,No,No,Never,No,No,Yes,No,No,No,Yes,1,No,Yes,Adicted
4499,Maria Garcia,Female,26,No,Yes,No,No,No,No,No,Never,No,No,Yes,No,Yes,Yes,No,4,No,Yes,Maybe addicted
4500,John Doe,Male,38,No,No,No,Yes,Yes,No,Yes,Rarely,Yes,No,Yes,Yes,No,No,No,2,No,Yes,Maybe addicted
4501,James Lee,Male,31,No,No,No,No,Yes,Yes,No,Rarely,Yes,Yes,No,Yes,No,No,No,1,No,Yes,Adicted
4502,Jane Smith,Female,42,Yes,No,Yes,No,No,Yes,Yes,Sometimes,No,No,Yes,No,No,Yes,Yes,1,No,No,Adicted
4503,Jane Smith,Female,37,Yes,No,Yes,Yes,No,Yes,No,Often,No,No,Yes,No,No,Yes,No,0,No,No, NOT Adicted
4504,Maria Garcia,Female,46,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Often,No,Yes,No,Yes,Yes,Yes,No,2,Yes,No, NOT Adicted
4505,Alex Johnson,Male,23,Yes,Yes,Yes,Yes,Yes,No,Yes,Sometimes,No,No,No,Yes,No,Yes,No,5,No,Yes,Maybe addicted
4506,Jane Smith,Female,58,Yes,No,No,No,No,Yes,No,Never,No,No,No,No,Yes,No,Yes,4,No,No,Maybe addicted
4507,James Lee,Male,45,No,Yes,No,Yes,Yes,Yes,No,Never,No,Yes,No,No,No,No,Yes,4,Yes,No, NOT Adicted
4508,Alex Johnson,Female,51,Yes,Yes,No,Yes,Yes,No,Yes,Never,Yes,No,Yes,Yes,Yes,No,Yes,4,Yes,Yes, NOT Adicted
4509,Alex Johnson,Female,37,Yes,No,Yes,Yes,No,Yes,No,Sometimes,Yes,Yes,Yes,No,Yes,No,Yes,2,Yes,Yes, NOT Adicted
4510,Maria Garcia,Female,29,No,Yes,Yes,No,Yes,Yes,No,Never,Yes,Yes,No,Yes,Yes,No,No,3,Yes,No,Adicted
4511,Emily Martinez,Male,58,No,No,No,No,Yes,No,No,Never,No,Yes,Yes,No,Yes,No,No,0,Yes,No,Maybe addicted
4512,Maria Garcia,Male,35,No,No,Yes,Yes,No,Yes,Yes,Never,No,No,Yes,Yes,No,Yes,Yes,1,Yes,Yes,Maybe addicted
4513,Maria Garcia,Female,44,No,No,No,Yes,Yes,Yes,Yes,Often,No,No,Yes,No,No,Yes,No,0,Yes,Yes,Maybe addicted
4514,Maria Garcia,Female,35,Yes,No,No,No,Yes,Yes,Yes,Often,No,No,Yes,Yes,No,Yes,Yes,5,Yes,Yes,Maybe addicted
4515,Jane Smith,Female,25,Yes,Yes,No,No,Yes,Yes,No,Rarely,No,Yes,No,Yes,No,No,Yes,3,No,No,Maybe addicted
4516,Maria Garcia,Male,30,No,Yes,Yes,No,No,No,No,Never,No,No,No,Yes,Yes,No,No,0,Yes,Yes,Maybe addicted
4517,Jane Smith,Female,65,No,Yes,Yes,No,Yes,No,No,Sometimes,Yes,Yes,No,Yes,Yes,No,Yes,3,No,No,Adicted
4518,John Doe,Female,40,Yes,No,Yes,Yes,No,No,No,Sometimes,No,Yes,Yes,No,No,No,No,3,Yes,Yes, NOT Adicted
4519,James Lee,Female,24,No,Yes,No,No,No,No,No,Sometimes,No,No,No,Yes,No,Yes,Yes,5,Yes,Yes, NOT Adicted
4520,Emily Martinez,Female,53,No,Yes,No,No,Yes,Yes,No,Sometimes,No,Yes,No,No,Yes,No,Yes,0,No,No,Maybe addicted
4521,James Lee,Female,65,Yes,No,Yes,Yes,No,No,Yes,Never,No,Yes,Yes,Yes,No,No,No,2,Yes,Yes, NOT Adicted
4522,Alex Johnson,Male,20,No,No,No,No,Yes,No,Yes,Never,Yes,Yes,Yes,No,No,Yes,Yes,5,No,No,Maybe addicted
4523,Jane Smith,Male,28,No,No,Yes,Yes,Yes,Yes,No,Often,Yes,Yes,Yes,No,No,Yes,No,3,Yes,Yes, NOT Adicted
4524,James Lee,Male,23,Yes,Yes,No,Yes,Yes,No,No,Sometimes,Yes,Yes,No,No,Yes,Yes,Yes,2,No,Yes, NOT Adicted
4525,John Doe,Male,35,Yes,Yes,No,Yes,No,No,No,Never,Yes,No,Yes,Yes,No,Yes,No,2,No,Yes,Maybe addicted
4526,Alex Johnson,Female,48,No,No,Yes,No,Yes,No,Yes,Often,No,Yes,Yes,Yes,Yes,Yes,No,3,No,No,Adicted
4527,Maria Garcia,Female,64,No,No,Yes,No,Yes,Yes,Yes,Often,Yes,No,No,Yes,No,No,No,2,Yes,No,Adicted
4528,James Lee,Female,53,No,No,No,Yes,Yes,Yes,No,Sometimes,Yes,No,Yes,Yes,Yes,No,Yes,3,Yes,Yes, NOT Adicted
4529,Alex Johnson,Female,40,Yes,No,No,No,No,Yes,Yes,Never,No,Yes,Yes,No,Yes,No,Yes,0,Yes,Yes,Adicted
4530,John Doe,Female,37,No,Yes,Yes,No,No,No,Yes,Never,No,No,Yes,Yes,Yes,Yes,No,5,No,Yes,Adicted
4531,James Lee,Male,37,Yes,Yes,No,No,No,No,No,Rarely,No,Yes,No,Yes,No,No,No,0,Yes,No, NOT Adicted
4532,Maria Garcia,Female,18,Yes,Yes,Yes,Yes,No,Yes,Yes,Rarely,No,No,No,No,Yes,No,No,0,No,No, NOT Adicted
4533,Alex Johnson,Female,61,No,Yes,Yes,No,Yes,No,Yes,Often,No,Yes,No,Yes,No,No,Yes,2,No,Yes,Maybe addicted
4534,Jane Smith,Male,41,Yes,No,No,Yes,Yes,Yes,Yes,Rarely,No,No,Yes,No,No,Yes,No,2,No,No, NOT Adicted
4535,John Doe,Female,24,Yes,No,Yes,No,No,No,Yes,Rarely,No,Yes,No,Yes,No,No,No,0,No,No, NOT Adicted
4536,John Doe,Female,28,Yes,No,Yes,Yes,Yes,No,Yes,Rarely,Yes,No,No,Yes,Yes,No,No,4,Yes,No,Maybe addicted
4537,Alex Johnson,Male,53,Yes,Yes,No,Yes,No,Yes,Yes,Often,No,No,No,Yes,No,Yes,Yes,2,No,No,Maybe addicted
4538,James Lee,Male,62,Yes,Yes,Yes,No,Yes,No,No,Often,Yes,Yes,No,Yes,Yes,No,No,2,No,No, NOT Adicted
4539,Jane Smith,Female,40,Yes,Yes,Yes,No,No,No,No,Rarely,No,No,No,No,No,Yes,Yes,2,No,Yes,Maybe addicted
4540,Emily Martinez,Male,41,No,Yes,Yes,No,Yes,Yes,Yes,Rarely,Yes,No,No,No,No,Yes,No,3,No,No,Maybe addicted
4541,Emily Martinez,Male,64,Yes,No,No,No,No,No,No,Often,No,Yes,No,Yes,No,Yes,No,2,Yes,No,Maybe addicted
4542,Maria Garcia,Male,33,Yes,Yes,Yes,No,No,Yes,No,Never,No,No,Yes,No,Yes,No,No,3,No,Yes,Adicted
4543,Maria Garcia,Female,32,Yes,No,No,Yes,No,No,No,Sometimes,No,No,No,Yes,Yes,Yes,No,0,Yes,Yes,Adicted
4544,James Lee,Female,49,No,No,No,Yes,Yes,No,Yes,Never,No,Yes,Yes,No,No,Yes,No,2,No,Yes,Adicted
4545,Maria Garcia,Female,31,Yes,No,No,Yes,Yes,Yes,Yes,Often,No,No,No,No,Yes,Yes,Yes,1,Yes,Yes,Maybe addicted
4546,Alex Johnson,Male,25,Yes,Yes,No,Yes,Yes,No,Yes,Often,Yes,No,No,Yes,No,No,Yes,2,Yes,No,Maybe addicted
4547,John Doe,Male,43,No,Yes,No,Yes,Yes,No,Yes,Rarely,Yes,Yes,No,Yes,No,Yes,Yes,1,Yes,No,Adicted
4548,Maria Garcia,Female,61,No,No,Yes,Yes,Yes,Yes,No,Never,Yes,No,No,Yes,Yes,Yes,Yes,0,No,Yes,Maybe addicted
4549,James Lee,Female,47,Yes,No,No,No,No,Yes,No,Often,No,No,Yes,Yes,No,No,No,1,No,No, NOT Adicted
4550,James Lee,Male,61,Yes,No,Yes,No,No,No,No,Sometimes,No,No,No,No,No,Yes,Yes,1,Yes,No,Adicted
4551,James Lee,Male,56,Yes,No,Yes,No,Yes,No,Yes,Often,Yes,Yes,No,No,No,Yes,Yes,0,No,Yes, NOT Adicted
4552,James Lee,Female,52,No,No,No,No,Yes,Yes,No,Often,Yes,Yes,Yes,No,Yes,Yes,No,2,No,Yes, NOT Adicted
4553,Jane Smith,Male,36,No,Yes,No,Yes,Yes,Yes,No,Rarely,Yes,No,No,Yes,Yes,Yes,Yes,5,No,No, NOT Adicted
4554,Maria Garcia,Female,59,Yes,Yes,Yes,No,Yes,No,No,Often,Yes,Yes,No,Yes,Yes,No,No,1,No,No,Maybe addicted
4555,John Doe,Female,23,Yes,Yes,Yes,Yes,No,No,Yes,Never,No,No,Yes,Yes,Yes,Yes,Yes,2,Yes,Yes, NOT Adicted
4556,Alex Johnson,Male,44,No,Yes,Yes,No,Yes,No,No,Rarely,Yes,Yes,Yes,Yes,Yes,No,No,0,No,Yes,Adicted
4557,Maria Garcia,Male,46,Yes,No,Yes,Yes,Yes,Yes,Yes,Never,Yes,No,No,Yes,No,Yes,No,5,No,No,Maybe addicted
4558,Maria Garcia,Male,37,No,Yes,Yes,Yes,Yes,Yes,No,Rarely,No,Yes,No,Yes,Yes,No,No,2,No,No,Adicted
4559,Alex Johnson,Male,42,No,Yes,No,No,No,No,Yes,Never,Yes,No,No,No,Yes,No,Yes,1,Yes,Yes,Maybe addicted
4560,Alex Johnson,Male,65,Yes,No,No,Yes,No,Yes,No,Never,No,No,Yes,No,No,No,Yes,2,No,No,Maybe addicted
4561,Alex Johnson,Female,58,No,No,Yes,Yes,Yes,No,No,Sometimes,No,No,No,No,Yes,Yes,Yes,5,No,No,Maybe addicted
4562,John Doe,Female,34,Yes,Yes,Yes,Yes,No,Yes,Yes,Sometimes,No,No,No,Yes,Yes,Yes,Yes,3,Yes,Yes, NOT Adicted
4563,James Lee,Male,52,No,No,No,No,No,Yes,No,Often,No,No,Yes,Yes,Yes,Yes,No,2,No,Yes,Maybe addicted
4564,John Doe,Female,19,No,Yes,No,No,Yes,Yes,Yes,Never,Yes,Yes,Yes,No,No,Yes,No,1,Yes,No,Maybe addicted
4565,Jane Smith,Female,22,No,No,Yes,No,No,No,No,Sometimes,Yes,No,Yes,Yes,Yes,Yes,No,4,Yes,Yes, NOT Adicted
4566,Emily Martinez,Male,39,No,No,No,Yes,No,Yes,Yes,Never,Yes,No,Yes,Yes,No,Yes,Yes,0,No,Yes, NOT Adicted
4567,John Doe,Female,57,No,Yes,Yes,Yes,Yes,Yes,No,Rarely,No,Yes,Yes,No,Yes,No,No,1,Yes,No,Maybe addicted
4568,John Doe,Female,41,No,Yes,No,No,Yes,Yes,Yes,Rarely,Yes,No,Yes,No,Yes,Yes,No,3,No,No,Adicted
4569,Alex Johnson,Female,54,Yes,No,No,Yes,No,No,No,Sometimes,Yes,No,No,Yes,Yes,Yes,Yes,4,Yes,Yes,Maybe addicted
4570,Jane Smith,Male,53,Yes,Yes,No,Yes,No,Yes,Yes,Often,Yes,No,Yes,No,No,Yes,No,5,Yes,No,Adicted
4571,Jane Smith,Female,57,No,No,No,No,No,No,No,Sometimes,Yes,Yes,No,No,Yes,No,Yes,5,No,Yes, NOT Adicted
4572,Alex Johnson,Male,24,Yes,No,No,Yes,No,No,Yes,Rarely,No,Yes,Yes,Yes,Yes,Yes,Yes,2,No,Yes, NOT Adicted
4573,Jane Smith,Male,34,No,Yes,No,Yes,No,No,No,Often,No,No,Yes,No,No,Yes,Yes,1,Yes,No,Adicted
4574,Maria Garcia,Male,22,Yes,Yes,No,Yes,No,Yes,Yes,Never,Yes,Yes,Yes,No,Yes,No,Yes,0,Yes,No,Adicted
4575,Maria Garcia,Male,49,Yes,No,Yes,Yes,No,No,No,Never,No,Yes,Yes,No,No,No,No,4,No,No, NOT Adicted
4576,Jane Smith,Female,61,Yes,No,No,No,No,No,No,Often,No,No,No,No,No,No,No,0,Yes,No, NOT Adicted
4577,Emily Martinez,Female,20,Yes,Yes,Yes,No,Yes,No,No,Rarely,Yes,Yes,No,No,Yes,No,No,3,Yes,No,Maybe addicted
4578,John Doe,Female,18,Yes,Yes,Yes,No,Yes,No,No,Never,No,Yes,No,Yes,No,No,Yes,2,Yes,Yes,Maybe addicted
4579,Alex Johnson,Female,63,No,Yes,Yes,No,Yes,Yes,No,Often,No,Yes,Yes,No,No,Yes,No,5,Yes,No,Adicted
4580,Alex Johnson,Female,50,No,No,No,Yes,Yes,Yes,Yes,Never,No,No,No,No,Yes,No,Yes,1,Yes,No,Adicted
4581,Emily Martinez,Female,28,No,Yes,No,No,Yes,Yes,No,Often,No,Yes,No,Yes,No,No,No,0,Yes,No,Maybe addicted
4582,Jane Smith,Female,37,No,No,Yes,No,Yes,Yes,No,Rarely,No,Yes,Yes,No,No,No,No,3,No,Yes,Maybe addicted
4583,John Doe,Male,35,No,Yes,No,No,Yes,Yes,Yes,Never,Yes,No,Yes,No,Yes,No,Yes,2,No,Yes,Adicted
4584,Alex Johnson,Female,42,Yes,No,No,Yes,Yes,Yes,Yes,Never,No,No,No,Yes,Yes,Yes,No,1,No,Yes,Adicted
4585,Maria Garcia,Male,60,No,Yes,Yes,No,No,No,Yes,Rarely,No,No,Yes,Yes,No,No,No,4,No,Yes,Maybe addicted
4586,Maria Garcia,Male,41,No,No,Yes,Yes,No,No,No,Sometimes,Yes,No,No,Yes,No,Yes,No,3,No,Yes, NOT Adicted
4587,John Doe,Male,31,No,Yes,Yes,No,Yes,No,Yes,Sometimes,Yes,No,No,Yes,No,No,No,0,No,Yes,Maybe addicted
4588,Jane Smith,Female,57,Yes,No,No,Yes,Yes,Yes,Yes,Never,No,Yes,Yes,Yes,No,No,Yes,3,No,No, NOT Adicted
4589,James Lee,Male,59,No,Yes,No,Yes,Yes,Yes,No,Often,Yes,No,Yes,Yes,Yes,Yes,Yes,0,Yes,No,Maybe addicted
4590,James Lee,Male,50,No,No,No,No,Yes,Yes,Yes,Rarely,No,Yes,Yes,No,Yes,No,Yes,3,Yes,No,Maybe addicted
4591,John Doe,Female,57,No,Yes,Yes,No,No,No,Yes,Often,No,Yes,No,No,No,No,Yes,1,Yes,No, NOT Adicted
4592,Emily Martinez,Female,43,Yes,Yes,Yes,No,Yes,No,No,Rarely,Yes,No,No,Yes,No,Yes,No,4,No,No, NOT Adicted
4593,James Lee,Female,42,Yes,Yes,No,No,Yes,No,No,Sometimes,No,No,No,No,No,No,Yes,0,No,No,Adicted
4594,James Lee,Female,58,Yes,No,No,Yes,Yes,Yes,Yes,Never,Yes,Yes,Yes,No,No,Yes,No,1,Yes,Yes, NOT Adicted
4595,Maria Garcia,Female,39,No,Yes,Yes,Yes,Yes,No,No,Rarely,No,Yes,No,Yes,No,Yes,Yes,2,Yes,No, NOT Adicted
4596,Emily Martinez,Female,27,Yes,No,No,No,No,No,No,Never,Yes,Yes,Yes,No,Yes,No,Yes,4,Yes,Yes,Maybe addicted
4597,Maria Garcia,Female,53,Yes,Yes,No,No,No,Yes,Yes,Sometimes,Yes,No,No,Yes,Yes,Yes,No,1,Yes,Yes,Adicted
4598,James Lee,Female,46,No,Yes,Yes,No,Yes,Yes,Yes,Sometimes,Yes,No,Yes,Yes,Yes,No,No,5,No,No,Maybe addicted
4599,Jane Smith,Male,52,No,No,Yes,Yes,Yes,No,Yes,Sometimes,No,No,Yes,No,No,No,Yes,1,No,Yes,Adicted
4600,Maria Garcia,Female,39,Yes,No,No,Yes,No,No,No,Often,Yes,Yes,Yes,No,Yes,No,No,3,Yes,No, NOT Adicted
4601,John Doe,Male,45,Yes,No,No,Yes,Yes,Yes,No,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Yes,2,No,Yes,Adicted
4602,Jane Smith,Male,45,No,Yes,Yes,Yes,No,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,No,3,No,No,Adicted
4603,Maria Garcia,Male,40,No,Yes,Yes,Yes,Yes,No,No,Rarely,Yes,No,Yes,Yes,Yes,Yes,Yes,1,Yes,No, NOT Adicted
4604,Maria Garcia,Male,45,No,Yes,No,Yes,No,Yes,No,Rarely,Yes,Yes,No,Yes,Yes,Yes,Yes,1,Yes,No,Adicted
4605,James Lee,Female,23,No,Yes,Yes,No,No,No,No,Sometimes,No,Yes,No,No,No,No,Yes,5,No,Yes,Adicted
4606,Jane Smith,Male,21,No,Yes,Yes,No,No,Yes,Yes,Often,No,Yes,Yes,No,No,Yes,No,1,No,Yes,Maybe addicted
4607,Alex Johnson,Male,28,No,No,Yes,Yes,Yes,Yes,No,Sometimes,Yes,No,Yes,Yes,No,No,Yes,4,No,No,Maybe addicted
4608,John Doe,Female,25,No,No,Yes,No,No,No,Yes,Sometimes,Yes,No,Yes,Yes,No,No,Yes,1,Yes,No,Adicted
4609,Jane Smith,Female,25,No,Yes,Yes,Yes,Yes,Yes,Yes,Never,No,No,Yes,No,Yes,Yes,No,4,Yes,Yes,Maybe addicted
4610,Maria Garcia,Male,28,No,Yes,Yes,No,Yes,No,No,Often,Yes,Yes,No,Yes,Yes,Yes,Yes,0,No,Yes,Maybe addicted
4611,James Lee,Male,60,Yes,Yes,Yes,Yes,No,No,Yes,Rarely,No,No,No,No,Yes,No,Yes,3,No,No,Adicted
4612,James Lee,Female,25,No,Yes,Yes,Yes,No,No,Yes,Often,No,Yes,Yes,No,No,No,No,0,No,Yes,Adicted
4613,Jane Smith,Male,62,No,No,No,Yes,Yes,Yes,No,Never,No,Yes,No,No,No,Yes,No,2,Yes,Yes, NOT Adicted
4614,James Lee,Male,39,Yes,Yes,Yes,No,Yes,Yes,Yes,Never,Yes,No,No,Yes,No,Yes,Yes,3,Yes,Yes, NOT Adicted
4615,Maria Garcia,Female,58,No,No,No,No,Yes,No,Yes,Sometimes,Yes,No,Yes,Yes,No,Yes,No,3,Yes,No,Maybe addicted
4616,Emily Martinez,Female,58,Yes,Yes,Yes,Yes,Yes,No,Yes,Sometimes,Yes,No,Yes,Yes,Yes,Yes,Yes,0,No,Yes, NOT Adicted
4617,Emily Martinez,Female,18,No,Yes,Yes,Yes,Yes,No,No,Never,Yes,Yes,Yes,No,Yes,Yes,Yes,2,Yes,Yes,Maybe addicted
4618,John Doe,Male,22,No,No,No,Yes,No,Yes,No,Often,No,Yes,Yes,No,Yes,No,Yes,5,Yes,Yes,Adicted
